word,page,radical,count,code,hanyu
󳁇,183,󳝀,4,ypjhxm,（耳环）
󳁈,188,󳝀,4,yhgjxn,（米）仁
󳁉,200,󳝀,4,yyhjxc,（阴茎）
󳁊,222,󳝀,4,yghmxn,（齐根部）割
󳁋,226,󳝀,4,ygghxn,（山乍鸟）
󳁌,227,󳝀,4,ygggxn,脏
󳁍,242,󳝀,4,yjhxm,离开
󳁎,248,󳝀,4,yhhyxn,炖
󳁏,262,󳝀,4,yhhgxn,浅蓝色
󳁐,279,󳝀,4,yhgjxn,（形容词缀）
󳁑,285,󳝀,4,ypupxn,（口弦）
󳁒,292,󳝀,4,yhfxc,1、筋、脉；2、（水沟）；
󳁓,304,󳝀,4,yghgxn,（北斗星）
󳁔,304,󳝀,4,yhghxm,（疡（yang）子，疮、溃烂）
󳁕,306,󳝀,4,yjhxz,还、又、再
󳁖,307,󳝀,4,ygjxn,承诺、许诺
󳁗,313,󳝀,4,ygjxz,1、数（动词）；2、读、念）；
󳁘,326,󳝀,4,yjuxn,脚（抽）、转筋；
󳁙,334,󳝀,4,yyghxn,1、硬；2、狠；3、难；4、（结实）；
󳁚,335,󳝀,4,ygthxn,校（正）
󳁛,345,󳝀,4,yfgxn,床（量词）（一张、床被子）
󳁜,375,󳝀,4,yjyjxm,哎（叹词）
󳁝,362,󳝀,4,ygupxn,（清明（节日））
󳁞,379,󳝀,4,ypghxm,捂
󳁟,386,󳝀,4,yhghxc,（太阳）
󳁠,387,󳝀,4,ygyhxn,1、见；2、（知识）；3、（1、依靠、仰仗；2、重视、瞧得起；）；4、（美姑县）；
󳁡,20,󳝀,5,yfjhxn,（单眼皮）
󳁢,20,󳝀,5,ygbyxn,（灰尘）
󳁣,21,󳝀,5,yfgvxn,（背皮（背物套在额头上得皮带）
󳁤,21,󳝀,5,yfupxn,1、别（处）；2、另；3、（另外）；
󳁥,21,󳝀,5,yhhghxz,（月琴）
󳁦,39,󳝀,5,yhyhgxz,旁边
󳁧,50,󳝀,5,yhgogxn,毛
󳁨,51,󳝀,5,ygffxz,细毛
󳁩,60,󳝀,5,ygjhxn,魔（病魔）
󳁪,63,󳝀,5,yjghxn,模样
󳁫,88,󳝀,5,yghthxn,（饭盆）
󳁬,93,󳝀,5,yjyhxn,1、地（古语）；2、（土块）；3、（实楚、彝族先民最早出现的一位毕摩）；
󳁭,94,󳝀,5,ygyghxn,1、（太阳）；2、（耳语）；
󳁮,96,󳝀,5,yjufxn,（盐）臼
󳁯,100,󳝀,5,yhjhxn,丰富
󳁰,124,󳝀,5,yyghgxn,（人）躲
󳁱,135,󳝀,5,yfufxn,积（灰尘）
󳁲,178,󳝀,5,ygthhxm,赶，吆（猪、马）
󳁳,196,󳝀,5,ygghgxn,1、破烂；2、（槟榔）；3、（弯钩）；
󳁴,196,󳝀,5,ygjuxn,蘸
󳁵,213,󳝀,5,yffxm,1、脸；2、方；3、形；
󳁶,225,󳝀,5,yhgghxn,（把物体往前）推进
󳁷,231,󳝀,5,ygpghxn,驼
󳁸,257,󳝀,5,yghghxm,1、栖息；2、（（群鸦）乱叫（彝族民间认为这是凶兆））；
󳁹,260,󳝀,5,ygqfxv,1、施政、发布（政令）；2、（指示）；
󳁺,274,󳝀,5,ygkkkxn,跟
󳁻,278,󳝀,5,ythhuxn,（脾气）
󳁼,279,󳝀,5,yhjhxn,（鸟）巢、窝
󳁽,291,󳝀,5,yhjvxn,饭
󳁾,291,󳝀,5,yhhhhxv,破烂
󳁿,306,󳝀,5,ypghxn,（象声词）
󳂀,311,󳝀,5,ygkxn,（远）祖
󳂁,313,󳝀,5,ygffxz,（悲恸）
󳂂,327,󳝀,5,ykjxn,1、渡（船）、划（船）；2、游（泳）；3、（阿庚阿外，（人名，汉文古籍中记作阿佩，《唐书》“文宗开成元年封作罗甸王））；
󳂃,334,󳝀,5,yhkxn,（词头（脸））
󳂄,348,󳝀,5,yffxc,1、亲（疏）；2、亲（戚）；
󳂅,352,󳝀,5,yhhhpxn,1、荞；2、（个旧，彝语称个旧）；
󳂆,357,󳝀,5,yththxn,撬
󳂇,363,󳝀,5,yfhgxn,（灯盏）
󳂈,374,󳝀,5,ygghuxz,吉利
󳂉,4,󳝀,6,ythujxn,1、刁难；2、诡辩；
󳂊,6,󳝀,6,yhhhhhxc,碗
󳂋,57,󳝀,6,yjgjxn,1、（图影、属相）；2、（鄂莫，古彝人的一个部落）；
󳂌,77,󳝀,6,yffgxn,泡沫
󳂍,83,󳝀,6,yhhhghxn,戏
󳂎,87,󳝀,6,yffjxn,（可爱）
󳂏,104,󳝀,6,yffgxn,1、粮食；2、庄稼；
󳂐,210,󳝀,6,yggjhxn,1、编（动词）；2、辫（子）；3、（形容编织粗糙）；
󳂑,237,󳝀,6,ydhgxn,（猫，古语）
󳂒,237,󳝀,6,yhghhhxn,绘
󳂓,237,󳝀,6,ykgjxn,画眉（鸟）
󳂔,243,󳝀,6,yhjuhxn,（灰叶菜）
󳂕,278,󳝀,6,yhkjxn,（能吃）
󳂖,279,󳝀,6,ygghioxn,（（小声）抽泣）
󳂗,284,󳝀,6,yghjghxz,1、遮挡；2、挡
󳂘,293,󳝀,6,yghhjxz,（藤子）
󳂙,360,󳝀,6,yjjhxn,1、新；2、辛（天干第八位）；
󳂚,375,󳝀,6,yhgyhgxm,（蝼蛄[lóugū]）
󳂛,375,󳝀,6,yffyxn,喂
󳂜,50,󳝀,7,yjjjxn,将要
󳂝,68,󳝀,7,yffgjxz,付（量词）
󳂞,163,󳝀,7,yfgufxn,砧板（菜墩）
󳂟,218,󳝀,7,yhkfxz,癞
󳂠,224,󳝀,7,ygjgghxm,丑陋
󳂡,259,󳝀,7,yfffxv,丝（线）
󳂢,272,󳝀,7,yffghxn,（吹捧、奉承）
󳂣,278,󳝀,7,yghupghxn,欺辱、欺负
󳂤,305,󳝀,7,yyjdxn,蒸（饭）
󳂥,377,󳝀,7,yfhfhxc,揍
󳂦,4,󳝀,8,yhyhhgthxn,分（櫱（niè））
󳂧,26,󳝀,8,yfhfhuxn,（家谱）
󳂨,102,󳝀,8,yffjuxn,（火药）
󳂩,128,󳝀,8,yhgjgghxm,1、顿、放置；2、停放；
󳂪,154,󳝀,8,yfhhhghxn,鼓（眼）
󳂫,185,󳝀,8,ygfhfhxn,祭（祖）
󳂬,286,󳝀,8,ykgkxn,（坟墓）
󳂭,339,󳝀,8,yhfffxv,分养（母畜）
󳂮,384,󳝀,8,yffughxn,1、煨（wei）；2、热（动词）；
󳂯,350,󳝀,9,yfyfyfxn,1、疥疮；2、（水痘）；
󳂰,36,󳝁,3,ugjxz,索
󳂱,162,󳝁,3,ugyxz,1、处（量词）；2、（这）里；3、（哪）里；
󳂲,237,󳝁,3,umgxn,（蜥蜴）
󳂳,310,󳝁,3,uugxz,遗传
󳂴,372,󳝁,3,uppxz,（马）鞍
󳂵,74,󳝁,4,ughhxc,按（摩）
󳂶,84,󳝁,4,ujyxz,（化脓）
󳂷,267,󳝁,4,ugjxc,1、（方法）；2、（旁边）；
󳂸,363,󳝁,4,ughpxn,洁净、干净
󳂹,214,󳝁,5,uffxz,照、映
󳂺,268,󳝁,7,ufygghxm,1、（白酒、烧酒）；2、（纪俄格，古乌撒地方政权的彝称）；
󳂻,34,󳝂,2,igxz,笨拙
󳂼,48,󳝂,2,iixc,浮肿、水肿
󳂽,100,󳝂,2,ihxn,碎步
󳂾,151,󳝂,2,ihxn,（铜帽）
󳂿,160,󳝂,2,igxc,1、（产）生；2、癸（天干第十位）；3、（后面、后边）；
󳃀,210,󳝂,2,ijxc,（骨）髓
󳃁,286,󳝂,2,ipxn,1、草墩；2、圈（量词）；
󳃂,306,󳝂,2,igxz,1、死；2、死亡；3、灭亡；4、认输；
󳃃,319,󳝂,2,ihxz,杯（子）
󳃄,327,󳝂,2,ihxz,1、弯；2、（古糯，彝语指贵阳）；
󳃅,356,󳝂,2,igxz,掰、扳（开）
󳃆,378,󳝂,2,ihxz,（山）顶、（树）梢
󳃇,24,󳝂,3,ighxz,父（母）、（阴）阳、男（女）
󳃈,24,󳝂,3,ighxz,磨（动词、磨面、磨豆腐）
󳃉,36,󳝂,3,igvxn,痴呆
󳃊,36,󳝂,3,ihhxn,方、面
󳃋,47,󳝂,3,igfxz,衣裳
󳃌,51,󳝂,3,ihfxz,平静
󳃍,67,󳝂,3,ihtxb,肉
󳃎,230,󳝂,3,iigxz,1、（谜语）；2、猜测，推测；
󳃏,289,󳝂,3,iqgxn,1、起始；2、兴起；
󳃐,292,󳝂,3,igjxn,（操作）
󳃑,298,󳝂,3,ihpxv,（（传说中的）水怪）
󳃒,325,󳝂,3,iivxn,（火坑）
󳃓,335,󳝂,3,ighxz,1、年；2、岁；
󳃔,345,󳝂,3,ijxc,史
󳃕,360,󳝂,3,igfxm,擤（xing）（鼻涕）
󳃖,366,󳝂,3,igmxn,梭动、移动
󳃗,389,󳝂,3,ihhxm,野牛
󳃘,31,󳝂,4,ipghxn,（葫芦）
󳃙,31,󳝂,4,igkhxv,（天麻）
󳃚,45,󳝂,4,ighhxm,起（皮）
󳃛,90,󳝂,4,ihghxn,（动物）油
󳃜,99,󳝂,4,ifgxc,1、凶恶（专指兽类）；2、（无中生有）；2、（疔毒）；
󳃝,177,󳝂,4,igghxn,舍得
󳃞,184,󳝂,4,ifgxn,（刀）叶
󳃟,215,󳝂,4,ifgxn,同意
󳃠,241,󳝂,4,igygxn,伸（脚、手）
󳃡,276,󳝂,4,ifhxz,李（子）
󳃢,304,󳝂,4,igghxn,（形容嚼食动词）
󳃣,306,󳝂,4,iihdxm,吧（语气助词）
󳃤,325,󳝂,4,ifhxm,盖（使动）
󳃥,359,󳝂,4,ighhxm,浓稠
󳃦,370,󳝂,4,ikxz,1、腹；2、（受贿）；3、（怀孕）；
󳃧,13,󳝂,5,ikqxz,刺猬
󳃨,14,󳝂,5,iyhthxz,耢（lào）（地）
󳃩,106,󳝂,5,iffxc,尊敬
󳃪,200,󳝂,5,idjxm,1、呀（语气助词）；2、（1、稍微；2、一下）；
󳃫,234,󳝂,5,ihpghxv,（非正常死亡）
󳃬,104,󳝂,6,ijjhxm,1、集中；2、（列席、到会）；3、（相会）；
󳃭,124,󳝂,6,ikhjxn,操纵、统管
󳃮,156,󳝂,6,ighdxm,1、（乱说）；2、（话多）；
󳃯,331,󳝂,6,ifvfxn,1、咬；2、咬（使动）；
󳃰,52,󳝂,7,ijkmxn,微弯
󳃱,266,󳝂,7,ifpghhxm,隔（动词）
󳃲,170,󳝃,2,ooxc,（荨（qian）麻）
󳃳,73,󳝃,3,oohxm,（窥探）
󳃴,340,󳝄,2,jgxc,租
󳃵,9,󳝄,3,jjxz,（强调）
󳃶,231,󳝄,3,jhhxn,（黏糊糊）
󳃷,347,󳝄,3,jjxc,完（事做完了没有？）
󳃸,28,󳝄,4,jghxm,（臭味）
󳃹,348,󳝄,4,jjjjxc,（形容词缀）累累
󳃺,220,󳝄,5,jgdxm,荒（芜）
󳃻,148,󳝄,7,jjuhxm,（一会儿）
󳃼,212,󳝄,8,jfupghxn,（稀烂）
󳃽,146,󳝅,1,pxz,（宇宙）
󳃾,15,󳝅,2,phxz,1、（叹词）；2、（武德木，人名，古彝族人部落首领）；2、（敌博火液，彝语指大渡河）；
󳃿,28,󳝅,2,pmxn,泡（形容词）
󳄀,44,󳝅,2,ppxc,（小的）（畜生）圈
󳄁,58,󳝅,2,pjxz,（青幽幽）
󳄂,56,󳝅,2,phxz,竹
󳄃,77,󳝅,2,ppxz,肠
󳄄,92,󳝅,2,pmxc,盐巴
󳄅,97,󳝅,2,pfxm,（砂锅）
󳄆,116,󳝅,2,pfxc,（菜刀）
󳄇,174,󳝅,2,pjxz,1、大；2、（哪吞落姆，古代名城，今在昆明晋宁境内）；
󳄈,175,󳝅,2,phxz,贪婪
󳄉,176,󳝅,2,pgxz,你
󳄊,168,󳝅,2,phxc,1、蛋；2、生（蛋）
󳄋,186,󳝅,2,pwxc,（小饼）
󳄌,186,󳝅,2,pfxz,（诽谤）
󳄍,188,󳝅,2,pqxz,舌头
󳄎,188,󳝅,2,fpxz,裤子
󳄏,189,󳝅,2,pfxz,1、炒；2、煎；
󳄐,194,󳝅,2,pmxc,（怀）孕（古语）
󳄑,195,󳝅,2,pixc,1、（玩耍）；2、（铃铛）；
󳄒,197,󳝅,2,ptfxz,惟恐、害怕
󳄓,200,󳝅,2,phxc,1、宇宙；2、（妥鲁博）；
󳄔,214,󳝅,2,pgxc,白
󳄕,216,󳝅,2,pyxz,口吃、结巴
󳄖,249,󳝅,2,pgxm,1、锁（名词）；2、锁（动词）；
󳄗,275,󳝅,2,pfhgxc,锣
󳄘,283,󳝅,2,phxz,茄（子）
󳄙,282,󳝅,2,pdxz,1、伤害；2、（形容词缀（懒洋洋））；
󳄚,308,󳝅,2,pvxz,（臭虫）
󳄛,309,󳝅,2,ppxz,（1、（埋怨）；2、（诉苦））
󳄜,366,󳝅,2,phxc,1、池、海、湖；2、（地名、人名用词）；
󳄝,388,󳝅,2,phxc,1、月（名词）（月亮）；2、月（量词）；
󳄞,370,󳝅,2,phxz,洋
󳄟,3,󳝅,3,pthxz,掏
󳄠,6,󳝅,3,pfhxc,（管、筒）
󳄡,9,󳝅,3,pddxc,煎炸
󳄢,15,󳝅,3,pfgxn,（蚕豆）
󳄣,16,󳝅,3,pogxm,（清楚、明白）
󳄤,27,󳝅,3,phgxc,发现
󳄥,31,󳝅,3,pyuxz,1、拖；2、（腰包、衣兜）；3、（韧绵（形容食物不易嚼烂））；
󳄦,32,󳝅,3,pffxz,（攀枝花）
󳄧,37,󳝅,3,phuxz,（畜生的）乳房
󳄨,38,󳝅,3,pfgxc,（洋）芋、马铃薯
󳄩,41,󳝅,3,pggxn,太阳
󳄪,41,󳝅,3,pyhxc,1、偶像；2、菩萨；
󳄫,42,󳝅,3,phfxz,（粗）磨
󳄬,43,󳝅,3,pjyxn,开（自动）
󳄭,45,󳝅,3,phgxz,钻（进）
󳄮,50,󳝅,3,pghxz,（弥觉（传说中的水怪）
󳄯,51,󳝅,3,phuxn,细小、细微
󳄰,58,󳝅,3,pggxn,（水瓢）
󳄱,67,󳝅,3,phhxz,壶
󳄲,76,󳝅,3,pwhxn,（桃子）
󳄳,78,󳝅,3,pghxn,簇拥
󳄴,79,󳝅,3,pghxn,储备
󳄵,79,󳝅,3,pjjxz,争夺
󳄶,83,󳝅,3,pghxm,插（使动）
󳄷,84,󳝅,3,pppxm,绒
󳄸,87,󳝅,3,pjtxc,（云雀）
󳄹,88,󳝅,3,pghxn,差遣、派遣
󳄺,91,󳝅,3,pjxc,（草莓）
󳄻,91,󳝅,3,pggxm,（腼腆）
󳄼,103,󳝅,3,puhxz,凿（子）
󳄽,108,󳝅,3,phhxz,劈
󳄾,117,󳝅,3,pghxc,1、学；2、明；
󳄿,139,󳝅,3,pdgxm,（（1）乾坤；（2）宇宙空间的上下；）
󳅀,157,󳝅,3,pthxn,生（疮）、长（瘤子）
󳅁,174,󳝅,3,pphxz,那
󳅂,174,󳝅,3,phyxn,眼
󳅃,175,󳝅,3,pfgxc,1、肥；2、（肥肉）；
󳅄,176,󳝅,3,pyyxc,（石榴）
󳅅,176,󳝅,3,pfgxz,块（量词）
󳅆,177,󳝅,3,pghxc,1、猴；2、申（地支第九位）；
󳅇,188,󳝅,3,pigxc,（睾丸）
󳅈,187,󳝅,3,phhxm,沟渠
󳅉,189,󳝅,3,pyhxz,口袋
󳅊,199,󳝅,3,pifxz,足够、够
󳅋,206,󳝅,3,pthxc,囫囵
󳅌,223,󳝅,3,phgxn,蹬
󳅍,227,󳝅,3,pjhxn,丈（长度）
󳅎,236,󳝅,3,pdhxv,（时）候
󳅏,238,󳝅,3,phhxz,半（夜、路）
󳅐,241,󳝅,3,pcxz,钓（鱼）
󳅑,241,󳝅,3,pftxz,件（量词）
󳅒,245,󳝅,3,pyhxn,（毕摩的）法铃
󳅓,245,󳝅,3,pjxz,1、筷子；2、（重叠词缀）；
󳅔,251,󳝅,3,pgjjxz,柳
󳅕,264,󳝅,3,pghxz,（摩史，（彝族中宣诵、讲文史、善歌善舞的歌师）
󳅖,266,󳝅,3,pghxz,（打柴、拾柴）
󳅗,267,󳝅,3,phdxz,（纽襻（扣住纽扣的套儿））
󳅘,270,󳝅,3,pgpxm,（眼）镜
󳅙,272,󳝅,3,pfgxz,1、注（视）；2、醒（使动）；
󳅚,282,󳝅,3,pfhhxn,撞（鬼）
󳅛,289,󳝅,3,pvgxm,虾（子）
󳅜,289,󳝅,3,pihxz,腋
󳅝,290,󳝅,3,jpgxz,（鸡嗉子果（一种野果，可食用））
󳅞,302,󳝅,3,pjgxc,（里面）有
󳅟,310,󳝅,3,pftxb,睡
󳅠,312,󳝅,3,pgqxn,（下弦（月））
󳅡,313,󳝅,3,phhxz,江
󳅢,315,󳝅,3,phgxm,（慢慢地）
󳅣,317,󳝅,3,phgxz,勺子、匙
󳅤,322,󳝅,3,pghxm,押送（犯人）
󳅥,326,󳝅,3,pfhxz,（野鸭）
󳅦,332,󳝅,3,pghxz,笔
󳅧,334,󳝅,3,puhxn,（接物发语词）
󳅨,337,󳝅,3,pppxz,环
󳅩,339,󳝅,3,phgxn,1、吉祥；2、（宗祠）；
󳅪,347,󳝅,3,dpgxz,1、歌；2、（跳舞）；
󳅫,350,󳝅,3,ppqxm,（手铐）
󳅬,351,󳝅,3,pghxz,1、拖、拉；2、抽、吸；
󳅭,351,󳝅,3,phdxm,如、及
󳅮,354,󳝅,3,pyhxc,1、汇合；2、参与；3、（开会）；
󳅯,355,󳝅,3,pjfxz,1、占卜；2、（法术）；
󳅰,355,󳝅,3,phgxz,巫
󳅱,357,󳝅,3,pffxm,1、扳（弯、断）；2、（弯钩）；
󳅲,371,󳝅,3,phgxz,吼
󳅳,378,󳝅,3,pghxn,（什么）
󳅴,378,󳝅,3,pgjxn,头
󳅵,379,󳝅,3,pdhxm,叫（人）（传唤）
󳅶,8,󳝅,4,pgjxc,（耳朵）
󳅷,9,󳝅,4,pghgxn,1、材料；2、（啄木鸟）；
󳅸,11,󳝅,4,pghgxn,（栘（yí）依果、多依果（一种乔木的果实。酸味，可食用，也可做药）
󳅹,21,󳝅,4,pghuxn,（漂流、浪荡）
󳅺,23,󳝅,4,pghmxn,（蜂）窝
󳅻,25,󳝅,4,pghgxn,（成团的物质）
󳅼,26,󳝅,4,pgghxn,（群众、百姓）
󳅽,29,󳝅,4,pjdxm,1、蹄子；2、（脚后跟）；
󳅾,30,󳝅,4,pjgxn,（肚脐眼）
󳅿,34,󳝅,4,pghdxm,（（1）规规整整；（2）严严实实；）
󳆀,43,󳝅,4,pjmxn,嚎叫
󳆁,47,󳝅,4,pyhuxc,1、饱；2、饱满；3、胀；
󳆂,48,󳝅,4,pefxc,（垢腻）
󳆃,52,󳝅,4,pghgxc,笋
󳆄,60,󳝅,4,pkxz,（香芝麻花，（一种野生植物），其花、叶子古时曾作茶用）
󳆅,62,󳝅,4,pghhxn,（球状物体）
󳆆,63,󳝅,4,phghxz,（菲篥（li）（一种吹奏的草杆乐器）
󳆇,84,󳝅,4,pjgxn,（锛子（锛子是削平木料的工具））
󳆈,85,󳝅,4,pjvxn,（蹲起）
󳆉,104,󳝅,4,pdddxz,（彩虹）
󳆊,111,󳝅,4,pguhxn,觉察、发觉、感觉
󳆋,120,󳝅,4,phyuxn,私人
󳆌,130,󳝅,4,pkhpxn,（蓖麻）
󳆍,135,󳝅,4,pghgxn,赌
󳆎,141,󳝅,4,pthhxc,（风箱）
󳆏,148,󳝅,4,pfggxm,（猛）拉
󳆐,160,󳝅,4,phhgxz,（孔眼、空洞）
󳆑,167,󳝅,4,pfhxz,（（祭祀用的）酒具）
󳆒,168,󳝅,4,pgjxm,1、打；2、（椎chuí杀（击杀））；
󳆓,175,󳝅,4,phythxn,1、看；2、（形容飞快消逝）；
󳆔,177,󳝅,4,pjjxn,（赌咒）
󳆕,179,󳝅,4,pjrxb,诓（欺骗）（小孩）
󳆖,187,󳝅,4,pjuxn,（干瞪眼）
󳆗,192,󳝅,4,pthgxc,（葫芦）
󳆘,198,󳝅,4,pfgxc,石头
󳆙,200,󳝅,4,ppghxc,雹
󳆚,216,󳝅,4,pghhxz,1、（爽朗）；2、（赤陀，人名，氏族名，是彝族先民中首创典章者）；
󳆛,246,󳝅,4,pthgxc,（舌头）伸缩
󳆜,247,󳝅,4,phghxz,（蝉、知了）
󳆝,249,󳝅,4,phghxc,美丽、漂亮、干净
󳆞,251,󳝅,4,phggxc,1、美；2，良，好；
󳆟,271,󳝅,4,pgpjxn,（雷）
󳆠,284,󳝅,4,pyhgxn,辣疼、辣痛
󳆡,298,󳝅,4,pfghxm,1、交合；2、会、合；
󳆢,315,󳝅,4,pjthxz,（懒）
󳆣,321,󳝅,4,pgjxm,容量大
󳆤,330,󳝅,4,pjqxz,（魔芋）
󳆥,336,󳝅,4,ppvpxm,（家具、物品）
󳆦,341,󳝅,4,pkxz,（倒霉）
󳆧,343,󳝅,4,phggxn,空间垂直的下面
󳆨,350,󳝅,4,phhtxz,串（动词、量词）
󳆩,355,󳝅,4,phfhxm,（布谷鸟）叫
󳆪,356,󳝅,4,pgthxn,孩（子）
󳆫,361,󳝅,4,phthxz,1、摘；2、扯；
󳆬,364,󳝅,4,pthgxz,消瘦
󳆭,373,󳝅,4,pgjjxn,哭
󳆮,376,󳝅,4,ipfhxm,1、（酸木瓜）；2、（胡琴）；
󳆯,377,󳝅,4,pghjxn,1、他们（引述语）；2、（俄卓，西昌的彝语名称）；
󳆰,382,󳝅,4,pghfxm,1、傻；2、鲁莽；
󳆱,386,󳝅,4,pffxm,1、蛆虫；2、生（蛆虫）；
󳆲,1,󳝅,5,pghthxn,隐瞒
󳆳,2,󳝅,5,pghgjxn,（头部某些突出的位置）
󳆴,14,󳝅,5,pyhthxz,1、绞；2、（电缆）；
󳆵,26,󳝅,5,pgghgxn,刮风
󳆶,32,󳝅,5,phgghxm,吵（架）
󳆷,39,󳝅,5,pyhyhxn,（祖父、爷爷）
󳆸,42,󳝅,5,phhvvxn,1、口（量词）；2、（腮帮子）；
󳆹,44,󳝅,5,ggpggxn,1、光明、光亮、明亮；2、（月亮）；
󳆺,47,󳝅,5,pyhhhxz,溢、漫
󳆻,65,󳝅,5,pjjxz,分（量词，钱币的量词）
󳆼,68,󳝅,5,pffxz,福
󳆽,109,󳝅,5,pjggxc,模仿
󳆾,111,󳝅,5,pgjhxn,1、（果子）初结；2、（开始）牵藤；
󳆿,117,󳝅,5,pjhdxm,（花生）
󳇀,123,󳝅,5,pghhhxm,优惠
󳇁,126,󳝅,5,pjyqxn,撮（灰）
󳇂,162,󳝅,5,pgjthxz,（老鼠、耗子）
󳇃,165,󳝅,5,pgjthxn,想、思考、思索
󳇄,221,󳝅,5,pkgxn,有益
󳇅,231,󳝅,5,pjhuxm,（坟墓）
󳇆,241,󳝅,5,pyjthxn,寡（鸡蛋）
󳇇,244,󳝅,5,phhhuxn,唤（牲畜）
󳇈,248,󳝅,5,pggjxn,过分
󳇉,251,󳝅,5,phgqgxc,侍从（古语）
󳇊,267,󳝅,5,pjvgxn,叽叽喳喳（叫声）
󳇋,314,󳝅,5,pfgyxn,砚（台）
󳇌,302,󳝅,5,pggjxn,觉（量词）
󳇍,325,󳝅,5,phgguxn,赡养、供养、抚养
󳇎,327,󳝅,5,pggvhxn,行、走
󳇏,346,󳝅,5,phfgxc,1、国；2、（天）空；
󳇐,356,󳝅,5,pkoxm,鱼
󳇑,367,󳝅,5,pjogxm,（象声词）
󳇒,380,󳝅,5,pgjhxc,饿
󳇓,381,󳝅,5,pjpjgxn,（薄荷）
󳇔,55,󳝅,6,phghghxz,1、锣；2、（人熊）；
󳇕,79,󳝅,6,phyiouxz,（木板的）节巴眼
󳇖,112,󳝅,6,pghguhxn,带（东西）
󳇗,127,󳝅,6,phjphjxm,（牛）斗架
󳇘,130,󳝅,6,pphfhxz,1、（十字镐）；2、（达体舞）；
󳇙,164,󳝅,6,pgkhxn,1、炉（名词）；2、炉（量词）；
󳇚,165,󳝅,6,pjgjxv,（猪）拱
󳇛,175,󳝅,6,pggghhxn,眼、孔
󳇜,177,󳝅,6,pghughxn,髓
󳇝,185,󳝅,6,phhgghxz,晒（太阳）
󳇞,190,󳝅,6,pgjghxn,传（种）
󳇟,207,󳝅,6,ppppppxn,满（使动）
󳇠,236,󳝅,6,phghghxm,车
󳇡,249,󳝅,6,phggggxz,1、查；2、察；
󳇢,295,󳝅,6,pghhhyxn,（象声词）（跑步脚踏声音）
󳇣,288,󳝅,6,pyffxn,（阴茎）
󳇤,300,󳝅,6,phghhgxc,视（视察、观察、查看、参观、浏览）
󳇥,351,󳝅,6,pjgggxz,（1、撒遍；2、普及；）
󳇦,355,󳝅,6,pghjhxn,（1、茨菇；2、山药；）
󳇧,355,󳝅,6,pghjhxn,浊气
󳇨,357,󳝅,6,pkogxn,（往嘴里）灌
󳇩,357,󳝅,6,pjgjxc,（山楂）
󳇪,364,󳝅,6,pphtthxc,（部分竹制用具）、簸（箕）
󳇫,375,󳝅,6,pghiogxn,（呃，语气词）
󳇬,52,󳝅,7,pghhghdxm,闭（眼）
󳇭,172,󳝅,7,pkgghxm,捏
󳇮,204,󳝅,7,pghgjhxn,（1、懒惰；2、困倦；）
󳇯,223,󳝅,7,ppgkgxn,（往孔里）捅
󳇰,374,󳝅,7,pghyiogxn,（稍微）
󳇱,386,󳝅,7,pghggggxc,（腐）朽
󳇲,188,󳝅,8,pkhkxn,（小步地）走
󳇳,222,󳝅,8,ghphioghxn,摔跤
󳇴,224,󳝅,8,ppgkppxz,砸
󳇵,190,󳝅,10,ghphghghghxz,（风）流、风骚
󳇶,60,󳝅,12,pjhpjhpjhxn,细
󳇷,220,󳝅,13,phghghphghghxm,流、淌（泪）
󳇸,25,󳝆,1,hxm,瓶、壶
󳇹,310,󳝆,1,hxz,1、水；2、汤；3、河流；
󳇺,80,󳝆,2,hfxz,骑（使动）
󳇻,109,󳝆,2,hhxc,漏（雨）
󳇼,112,󳝆,2,dhxn,1、渴；2、（水烧）干；
󳇽,127,󳝆,2,hgxz,紧挨着
󳇾,192,󳝆,2,ggxn,（礼里，彝族家支名）
󳇿,211,󳝆,2,ggxb,烫
󳈀,214,󳝆,2,hgxm,边、面（方位词）
󳈁,308,󳝆,2,hdxm,又
󳈂,310,󳝆,2,hgxz,（全部）
󳈃,310,󳝆,2,hyxn,1、流传；2、（讥笑）；
󳈄,311,󳝆,2,hhxn,（越、愈）
󳈅,340,󳝆,2,hgxc,（姊妹、妹妹、姐妹）
󳈆,4,󳝆,3,hyuxn,蚌
󳈇,20,󳝆,3,hggxn,（咂酒）
󳈈,21,󳝆,3,hphxn,桩、件（峨山彝语）
󳈉,28,󳝆,3,humxn,潮（水）
󳈊,33,󳝆,3,htexz,（螃蟹）
󳈋,34,󳝆,3,huhxn,（衣服、毡子）
󳈌,37,󳝆,3,hyhxn,（用牛羊角做的）号角
󳈍,95,󳝆,3,ghhxn,涩
󳈎,115,󳝆,3,hfxm,1、气；2、清气；
󳈏,124,󳝆,3,gjxb,锈
󳈐,127,󳝆,3,hhfxv,（女子对家庭中兄和弟的总称）
󳈑,161,󳝆,3,hhgxn,的（东西）
󳈒,188,󳝆,3,hhhxz,芹（（野生）水芹菜）
󳈓,204,󳝆,3,hjxb,（语气词（走路笨拙不灵便的样子））
󳈔,207,󳝆,3,hipxm,荡漾
󳈕,210,󳝆,3,hghxm,（让别人知道），使听，使看；
󳈖,212,󳝆,3,hthxz,变（变成、变掉）
󳈗,219,󳝆,3,hggxn,（象声词（连珠炮式的（快快的）说话））
󳈘,227,󳝆,3,gjxb,1、煮；2、（米粥、稀饭）；
