word,page,radical,count,code,pinyins,hanyu,hanyukey
󲞂,221,󳜰,7,hffggxn,威宁:ɖɯ⁵⁵/石林:si⁴⁴/红河:su⁵⁵/巍山:kᴀ²¹/喜德:mu³³/楚雄:ko⁵⁵/禄劝:dɯ²¹/石屏:su⁵⁵/永仁:se⁵⁵/隆林:ɖə²¹/大方:ɖʅ⁵⁵/毕节:ɖʅ⁵⁵,成活,成活/活
󲞃,223,󳜰,7,jfpghxn,威宁:ɳɖa¹³/石林:ʑi⁴⁴/红河:di³³/巍山:mu³³/喜德:hɔ³³/楚雄:ʑe³³/禄劝:ɳɖʼa⁵⁵/石屏:di³³/永仁:ʐi⁵⁵/隆林:ʑei⁵³/盘县:ndi⁵¹/大方:ɳɖa¹³/毕节:ɳda¹³,（溜）滑,溜滑/滑//溜
󲞄,233,󳜰,7,jdffxn,威宁:tʂʼe²¹/喜德:tʂʼe²¹/大方:tsʼɯ²¹/毕节:tʂʼe²¹,地名，彝语专用名词用词,地名用词
󲞅,250,󳜰,7,htgthghxn,威宁:ɳdʐo²¹/石林:tse⁵⁵/红河:ti⁵⁵/巍山:dzɿ⁵⁵/喜德:tsɿ³³/楚雄:dzɿ³³/禄劝:dzɯ³³/石屏:tɕe⁵⁵/隆林:tʼə²¹/大方:dzɿ²¹/毕节:ndʐo²¹,传递,传递/递/传
󲞆,258,󳜰,7,kgkxn,威宁:ʂo¹³/红河:ɕe²¹/巍山:xeŋ⁵⁵/石屏:ɕe²¹/隆林:ɕi⁵³/大方:dzo³³/毕节:dzo³³,恨,恨
󲞇,293,󳜰,7,gjhtthxz,威宁:dʑʊ²¹/石林:ku³³/喜德:gua⁵⁵/楚雄:dʑo³³/禄劝:dʑu²¹/红河:dʑo²¹/大方:dʑʊ²¹/石屏:dzo²¹/永仁:dʑo³³/盘县:dzu²¹/毕节:dʑʊ²¹,（手）镯,手镯/镯
󲞈,303,󳜰,7,jjhhhxn,威宁:ȵy²¹/石林:ȵɪ（mɛ³³）/红河:ȵa²¹/巍山:（ai²¹）ma³³/喜德:ȵi²¹/楚雄:ma⁵⁵/禄劝:ȵɔ²¹/大方:ȵie²¹/石屏:ŋæ²¹/楚雄:ma⁵⁵/禄劝:ȵɔ²¹/大方:ȵie²¹/石屏:ŋa²¹（tsʼɛ²¹）/永仁:mo³³/隆林:ne²¹/盘县:ȵɪ⁵¹/毕节:ȵe²¹,蜘蛛,蜘蛛
󲞉,310,󳜰,7,jfhdfxn,威宁:ʑi²¹/巍山:kɯ⁵⁵/喜德:mo²¹/大方:kue³³/毕节:ʑi¹³,纽扣,纽扣//扣
󲞊,342,󳜰,7,jffgxz,威宁:gɛ³³/石林:vɯ²¹/红河:vɤ²¹/巍山:vẽ²¹/喜德:gu³³/楚雄:və³³/禄劝:ɤɚ²¹/大方:gɛ³³/石屏:vɤ²¹/永仁:vɤ⁴⁴/隆林:kʼə²¹.ʑɚ⁵³/毕节:gɪ³³,稳当,稳当/稳
󲞋,376,󳜰,7,hthgghhxn,威宁:ʔo³³/巍山:xu⁵⁵/大方:ʔʊ³³/毕节:ʅu³³,清洁,清洁/清/洁
󲞌,63,󳜰,8,kfjhxn,威宁:ji³³/石林:kʼɐ²¹/红河:kʼo³³/巍山:（i⁵⁵）kʼa²¹/喜德:kʼɯ³³/禄劝:kʼɔ³³/大方:fi³³/石屏:kʼo³³/永仁:（i⁵⁵）kʼo²¹/隆林:kʼə⁵³/盘县:fɚr³³/毕节:fi³³,蒿枝,蒿枝//蒿
󲞍,73,󳜰,8,hdhghhxm,威宁:va³³/大方:va³³/石屏:tɕe²¹/毕节:va³³,1、（连续不断）；2、笑呵呵,笑呵呵/笑//呵
󲞎,206,󳜰,8,kgjhgxn,威宁:ʈe²¹/禄劝:ɳu⁵⁵/石屏:ʈe³³/隆林:ʈɚ⁵⁵/大方:ʈe²¹/毕节:te⁵⁵,添补,添补/添/补
󲞏,386,󳜰,8,kfhkxn,喜德:ho³³/大方:sa¹³,水蒸气,水蒸气/蒸气//气/蒸
󲞐,104,󳜰,9,jffvfxn,威宁:dzʊ⁵⁵/禄劝:dzɯ⁵⁵/大方:ʑi²¹/石屏:xɛ²¹/毕节:dʐʊ⁵⁵,犀（牛）,犀牛//牛
󲞑,120,󳜰,9,jddgxn,威宁:sɿ⁵⁵/大方:ʑi³³/毕节:ʑi³³,（手）巧,手巧/巧
󲞒,124,󳜰,9,htdfhgjxb,毕节:zʊ³³/巍山:kʊɯr³³/喜德:ȵɛ¹³/大方:gue²¹,（人多）拥挤,拥挤/挤/人多
󲞓,203,󳜰,9,htgkghhxn,大方:lʊ⁵⁵/毕节:lʊ⁵⁵,增添,增添/增/添//增加
󲞔,360,󳜰,9,kgjhggxn,威宁:xɪ³³/毕节:xɪ³³,（重叠词缀）,重叠词缀
󲞕,297,󳜰,10,htgththghhxn,威宁:ȵdʑʊ⁵⁵/石林:kʊ³³/红河:pe²¹/巍山:kʊ³³/喜德:tsɯ²¹/楚雄:kʊ³³/禄劝:ʂi²¹/大方:ȵdʑʊ⁵⁵/石屏:kʊ³³/永仁:kʊ³³/隆林:tɕoʊ⁵⁵/盘县:ndzɐ⁵⁵/毕节:ȵdʑʊ⁵⁵,箍,箍
󲞖,178,󳜰,12,hdhggffgxz,威宁:no²¹/禄劝:ndʼə²¹/大方:no²¹/石屏:nɛ²¹/隆林:nɚ⁵³/盘县:no⁵¹/毕节:no³³,沉淀物,沉淀物//沉淀
󲞗,2,󳜱,2,ggxn,威宁:pi¹³/石林:pʼu³³/红河:pʼu²¹/巍山:pa²¹/喜德:pu³³/楚雄:pʼu³³/禄劝:pu³³/大方:pu³³/石屏:pʼu³³/永仁:pu³³/隆林:pʼɯ³³/盘县:pʊ²¹/毕节:pi¹³,1、雄性（禽类）；2、地名用词,雄性禽类/地名用词//雄性/雄/禽/禽类
󲞘,42,󳜱,2,gfxn,红河:bu³³/巍山:di³³/喜德:dʑa³³/禄劝:bu³³/大方:bo³/毕节:bʊ³³,墙,墙
󲞙,45,󳜱,2,gpxn,威宁:mbɪ³³/巍山:kia²¹/巍山:lɪ³³/禄劝:pʼa³³、pʼər²¹/石屏:xa²¹/隆林:tɕʼɚ⁵³/大方:ʟe³³/毕节:mbɪ³³,搂（卷）,搂卷//卷
󲞚,64,󳜱,2,ghxn,威宁:fɪ¹³/石林:fi⁵⁵/红河:vi²¹/巍山:sɿ²¹/喜德:vɿ⁵⁵/喜德:yu⁵⁵/禄劝:fir⁵⁵/大方:fɛ¹³/石屏:vi²¹/永仁:mi²¹/隆林:fɯ²¹/毕节:fɪ¹³,麻木,麻木//麻
󲞛,107,󳜱,2,gvxn,喜德:dzɿ²¹/大方:ʈɯ²¹,小跑，慢跑,小跑/慢跑//跑
󲞜,109,󳜱,2,gmxn,威宁:ndzu³³/石林:dzʅ²¹/红河:dzɿ³³/喜德:ndzʅ³³/楚雄:dzi²¹/禄劝:ndzʼɯ³³/大方:ȵdʑi³³/石屏:dzɿ³³/永仁:dzi²¹/隆林:ȵdʑɯ⁵³/盘县:ɲdzɿ³³/毕节:ndzɿ³³,1、君；2、人名用词,君/人名用词
󲞝,159,󳜱,2,gzxz,威宁:du⁵⁵/喜德:tʼu³³/威宁:du⁵⁵/石林:dɐ²¹/红河:do²¹/巍山:de²¹/喜德:da⁵⁵/楚雄:tsə⁵⁵/禄劝:do⁵⁵/石屏:do²¹/永仁:do²¹/隆林:dʼɯa²¹/盘县:dɯ⁵⁵/大方:du⁵⁵/毕节:du⁵⁵,条,条
󲞞,159,󳜱,2,gqxn,威宁:du³³/红河:dza³³/喜德:tʼɯ³³/楚雄:tʼo²¹/禄劝:so²¹/石屏:xor²¹/永仁:to²¹/盘县:tʂʼu³³/隆林:ɕou²¹/大方:dɐ³³/毕节:du³³,1、和睦，友好；2、爱好,和睦/友好/爱好//睦
󲞟,193,󳜱,2,gsxz,威宁:lɪ³³/红河:li³³/楚雄:li³³/禄劝:li³³/永仁:li³³/隆林:lei⁵³/大方:lie³³/毕节:le³³,（牛犁）担,牛犁担//担/牛犁
󲞠,193,󳜱,2,glxn,威宁:lɪ¹³/红河:li²¹/巍山:（sa⁵⁵li²¹）kʼa⁵⁵/禄劝:li⁵⁵/石屏:li²¹/永仁:li⁵⁵/毕节:ɳde³³,向后仰,向后仰//仰
󲞡,217,󳜱,2,gzxz,威宁:ɖa³³/石林:ɖle³³/红河:de³³/喜德:ɖzɯ³³/楚雄:lɔ⁵⁵/禄劝:ɖa²¹/石屏:ɖe³³/永仁:ɖa³³/隆林:ɖe⁵³/盘县:da⁵¹/大方:ɖa³³,（牲畜在野外）吃草；,吃草
󲞢,218,󳜱,2,ghxn,威宁:ɖo³³/红河:xe³³/大方:ɖo³³/禄劝:ɳo²¹/毕节:ɖo³³,谎,谎
󲞣,242,󳜱,2,gmxn,威宁:dʐe⁵⁵/禄劝:dʐo⁵⁵/盘县:dʑɚ⁵⁵/大方:dzie⁵⁵/毕节:dʐe⁵⁵,1、甲（天干第一位）；2、人名用词；,甲/人名用词//天支
󲞤,242,󳜱,2,gzxn,威宁:dʐe⁵⁵/石林:ka⁵⁵/红河:kua⁵⁵/巍山:kua⁵⁵/楚雄:ka⁵⁵/禄劝:dʐo⁵⁵/大方:dze⁵⁵/石屏:dzɛ²¹/永仁:kua⁵⁵/隆林:dʑa²¹/盘县:dʑɚ⁵⁵/大方:dʐe⁵⁵,升,升
󲞥,242,󳜱,2,gdxn,威宁:dʐe⁵⁵/石屏:dze²¹/巍山:kua⁵⁵/大方:tsʼie⁵⁵/毕节:dʐe⁵⁵,悬挂,悬挂/悬/挂
󲞦,242,󳜱,2,gzxn,威宁:dʐe⁵⁵/红河:tse²¹/石屏:dzur³³/盘县:dʑɚ⁵⁵/大方:dze⁵⁵/毕节:dʐe⁵⁵,连接,连接//连
󲞧,242,󳜱,2,glxz,禄劝:dʐe³³/石屏:tɤ⁵⁵/毕节:tʂe⁵⁵,凑在一起,凑在一起/凑//一起
󲞨,334,󳜱,2,glxn,威宁:kʼo⁵⁵/石林:dᴀ⁴⁴/红河:pæ²¹（li⁵⁵）/喜德:hɛ⁵⁵（gu³³）/楚雄:mi⁵⁵（tsʼu³³）/禄劝:tə³³/大方:kʼo⁵⁵/石屏:li⁵⁵/隆林:ku²¹,镰刀,镰刀/镰//刀
󲞩,22,󳜱,3,ghixn,威宁:pʼa³³/石林:pʼi⁵⁵/红河:pʼe⁵⁵/巍山:ta³³、ɕi⁵⁵/喜德:pʼa³³/楚雄:pʼɿ²¹/禄劝:pʼar²¹/大方:pʼa³³/石屏:pʼe⁵⁵/永仁:kʼɛ²¹/隆林:pʼ¹³e/盘县:pʼa³³/毕节:pʼa²¹,1、边（方位词）；2、方（面）,边/方面
󲞪,27,󳜱,3,gwyxn,威宁:pʼu²¹/大方:pʼu²¹/石屏:pʼu²¹/巍山:pʼu²¹/喜德:pʼu²¹/毕节:pʼu²¹,噗（象声词）,噗
󲞫,44,󳜱,3,ggyxn,威宁:bʊ²¹/红河:bo³³/喜德:bo³³/禄劝:bo²¹/石屏:bo³³/盘县:bu²¹/大方:ʈʼʊ⁵⁵/毕节:bu²¹,面（颊）,面颊/颊//面
󲞬,46,󳜱,3,fhxz,喜德:mbɛ²¹/红河:tɕʼi³³dzu³³/石屏:tɕʼi³³dzu³³/毕节:dɪ³³,果断,果断
󲞭,49,󳜱,3,gtgxz,威宁:mi³³/石林:mu²¹/红河:mu³³/巍山:ʔm²¹/喜德:mu³³/楚雄:mɯ²¹/禄劝:mu³³/大方:mu³³/石屏:mu³³/盘县:mu³³/隆林:mɯ⁵³/毕节:mu³³,天,天
󲞮,53,󳜱,3,ghfxz,威宁:me³³/石林:mu²¹/红河:me³³/喜德:mu³³/楚雄:mɯ²¹/禄劝:mu³³/大方:mu³³/石屏:mɛ³³/永仁:mɯ²¹/隆林:mu⁵³/盘县:mʊ³³/毕节:me³³,火,火
󲞯,64,󳜱,3,fhxz,威宁:fi¹³/石林:fi⁵⁵/红河:fi²¹/喜德:ka⁵⁵/禄劝:vi⁵⁵/大方:fɛ¹³/石屏:fi²¹/隆林:fei⁵⁵/盘县:fi²¹/毕节:fɪ³³,穿（衣）（使动）,穿衣/穿//衣/穿衣服/衣服
󲞰,68,󳜱,3,gmgxn,威宁:fu³³/红河:fa³³/石屏:fa³³/大方:fu³³/毕节:fu³³,王,王
󲞱,79,󳜱,3,gggxn,威宁:tsɪ⁵⁵/红河:pa³³/巍山:fu⁵⁵/喜德:bu³³/禄劝:bu³³/石屏:pæ³³/隆林:bɔ³³/毕节:mu⁵⁵,（蚱蜢）,蚱蜢
󲞲,80,󳜱,3,ghhxm,威宁:tse¹³/石林:tsi⁵⁵/红河:tsi⁵⁵/巍山:tɕe²¹/石屏:tsær³³/永仁:dzi³³/大方:tsɯ³³/盘县:tɕɚ³³/大方:tsɯ³³/毕节:tse³³,（板栗）,板栗//栗
󲞳,86,󳜱,3,gqhxz,威宁:tsɯ³³/红河:tsɤ⁵⁵/巍山:tɕi⁵⁵/喜德:tsi³³/楚雄:tsi³³/禄劝:tse³³/大方:tsɯ³³/石屏:tsɤ⁵⁵/隆林:tɕei³³/盘县:tɕɿ³³/毕节:tsɿ³³,（二）十,二十//20
󲞴,91,󳜱,3,ghpxn,威宁:tsʼo¹³/石林:go³³/巍山:tɪ²¹/喜德:tsʼa³³/禄劝:tsʼo³³/大方:tsʼo¹³/石屏:so²¹/隆林:tɕʼou⁵⁵/盘县:tsʼur²¹,1、晴；2、太阳神；,晴/太阳神//太阳/神
󲞵,92,󳜱,3,gphxn,威宁:tsʼo²¹、tsʼo³³/石林:tsʼo³³/红河:tsʼa²¹/巍山:tsʼu⁵⁵/喜德:tsʼo³³/楚雄:tsʼa¹³/禄劝:tsʼɔ²¹/石屏:tsʼa²¹/永仁:tsʼɔ³³/隆林:tɕʼo³³/盘县:tsʼa²¹/大方:tsʼo²¹/毕节:tsʼo²¹,1、人；2、他们；3、（领导）,人/他们/领导
󲞶,93,󳜱,3,gphxz,威宁:tsʼu²¹/石林:tsʼɿ²¹/红河:bo²¹/巍山:pʼoŋ²¹/喜德:tsʼu²¹/楚雄:tsʼu³³/禄劝:tsʼu²¹/大方:tsʼʊ²¹/石屏:bo²¹、pɤ²¹/永仁:tsu³³/隆林:tɕʼɔ⁵³/盘县:tsʼu³³/毕节:tsʼu²¹,丛、簇；,丛/簇
󲞷,115,󳜱,3,fhxz,红河:so⁵⁵/石屏:so⁵⁵/大方:mbu³³ʟu⁵⁵,蛾子,蛾子/蛾
󲞸,122,󳜱,3,ghhxn,威宁:za¹³/石林:ze²¹/喜德:dʑi²¹/禄劝:zar⁵⁵/石屏:ʑe²¹/隆林:ʑe⁵⁵/盘县:ʑar²¹/大方:za¹³/毕节:za¹³,下，降；,下降/下/降
󲞹,131,󳜱,3,gjhxz,红河:to⁵⁵/石屏:to⁵⁵/巍山:zɿ²¹/大方:Ve⁵⁵/毕节:vɪ¹³、mu³³,兄,兄
󲞺,131,󳜱,3,gthxv,威宁:to³³/石林:to³³/红河:tu³³/巍山:to³³/喜德:tu³³/永仁:tu³³/隆林:tou⁵³,1、抵、顶、撑；2、支持；,抵/顶/撑/支撑/支持/
󲞻,132,󳜱,3,fkxz,威宁:to³³/石林:to³³/红河:tɐ³³/巍山:to⁵⁵/喜德:to³³/楚雄:ta³³/禄劝:tɔ³³/大方:to³³/石屏:tᴀ⁵⁵/永仁:tɐ⁵⁵/隆林:to³³,害羞,害羞/羞
󲞼,133,󳜱,3,fzxz,石屏:sto²¹/巍山:tuo¹³/毕节:to³³,1、争夺；2、歪曲（语意）；,争夺/曲解
󲞽,135,󳜱,3,gjgxz,威宁:tɯ⁵⁵/石林:du⁵⁵/红河:tɤ³³/巍山:ty²¹/喜德:tɯ⁵⁵/石屏:tɤ²¹/永仁:tɯ⁵⁵/隆林:taɯ²¹/大方:di⁵⁵/毕节:ti⁵⁵,埋（葬）,埋葬/埋//葬
󲞾,136,󳜱,3,ghqxn,威宁:tɯ³³/大方:tɯ³³,就丛,就丛//丛
󲞿,135,󳜱,3,ghgxz,威宁:tɯ³³/石林:tsi⁵⁵/红河:tɤ³³/巍山:ti²¹/喜德:ti³³/楚雄:ti⁵⁵/禄劝:te³³/石屏:tɤ³³/永仁:ti⁵⁵/大方:tɯ³³/隆林:ti⁵³/毕节:tɤ³³,单、独,单独/单/独
󲟀,137,󳜱,3,ghpxn,威宁:tɯ²¹/巍山:ŋa³³/大方:tɯ²¹/毕节:tɤ²¹,晃荡,晃荡/晃//荡
󲟁,149,󳜱,3,fhxm,威宁:tʼɯ²¹/红河:tʼɤ²¹/巍山:tʂa²¹/喜德:tɕʼu³³/禄劝:tʼɯ²¹/石屏:tu³³/永仁:tʼɯ³³/隆林:tʼaɯ²¹/大方:tʼɯ²¹/毕节:tʼɤ²¹,搾（张开大拇指和中指两端的长度）,搾
󲟂,149,󳜱,3,ghjxz,大方:tʼɯ²¹/巍山:le⁵⁵/喜德:zᴀ⁵⁵/禄劝:go²¹,（魔芋）,魔芋//芋
󲟃,155,󳜱,3,gpgxn,威宁:da³³/石林:pʼi²¹/红河:pʼi³³/巍山:ȵi³³、nai³³/石屏:næ³³/喜德:vo⁵⁵/大方:da³³/毕节:da³³,祖母，奶奶,祖母/奶奶
󲟄,163,󳜱,3,gwgxn,威宁:dɯ¹³/红河:dɯ²¹/喜德:du³³/石屏:dɯ³³/盘县:dɿ²¹/大方:da³³/毕节:du¹³,1、产（生）；2、壬（天干第九位）；3、人名用词,产生/壬//天干
󲟅,168,󳜱,3,gbgxn,威宁:ndɯ⁵⁵/石林:xo³³/红河:xa²¹/喜德:ndaɿ⁵⁵/楚雄:di²¹/石屏:xᴀ²¹/永仁:xɐ³³/隆林:daɯ⁵⁵/大方:ndi⁵⁵/毕节:ndi⁵⁵,纯净,纯净/净//纯
󲟆,172,󳜱,3,ghgxz,威宁:nɪ¹³/石林:na⁵⁵/红河:xɯ³³/巍山:liɐo²¹/喜德:ȵu⁵⁵/楚雄:sɤ⁵⁵/禄劝:ʂo⁵⁵/大方:ɳɛ¹³/石屏:xɯ³³/隆林:tɕei⁵⁵/盘县:nɯ²¹,缝（动词）,缝
󲟇,178,󳜱,3,ghfxz,威宁:no²¹/红河:zɤ²¹（k）ȵdʑə²¹/禄劝:no³³/大方:ɳo²¹/石屏:zɛ³³/毕节:no²¹,络绎不绝,络绎不绝
󲟈,189,󳜱,3,gpgxn,威宁:ɬu²¹/石林:ɬɯ¹³/红河:ʔɤ³³/巍山:pʼɐ⁵⁵/喜德:ɬɿ⁵⁵,（起）泡,起泡//泡
󲟉,206,󳜱,3,gkfxn,威宁:ʈe⁵⁵/盘县:to⁵⁵/大方:ʈʅ⁵⁵/毕节:tʅ⁵⁵,火草,火草//草
󲟊,207,󳜱,3,ghgxn,威宁:ʈa³³/大方:ɳɖa³³/隆林:ndei⁵³/毕节:ta³³,涂、抹、敷,涂抹/敷//涂/抹
󲟋,216,󳜱,3,gghxn,威宁:ʈʼɯ⁵⁵/喜德:tsʼa⁵⁵/石屏:sᴀ⁵⁵/盘县:tʼi⁵⁵/大方:ʈʼʅ⁵⁵/毕节:ʈʼʅ⁵⁵,大后天,大后天//第三天
󲟌,217,󳜱,3,gyjxn,威宁:ɖe²¹/红河:da³³/喜德:dʑi³³/楚雄:kʼuᴀ³³/禄劝:nɖʼɯ²¹/石屏:ɖᴀ³³/巍山:kʼua³³/永仁:kʼua³³/隆林:nɖaɯ²¹/盘县:dɚ²¹/大方:ɖe²¹/毕节:ɖe²¹,宽,宽
󲟍,218,󳜱,3,ghlxz,威宁:ɖa³³/大方:gɯ⁵⁵/毕节:ɖa³³,祷告,祷告//祷
󲟎,221,󳜱,3,gfgxn,威宁:ɖɯ¹³/红河:dɛ²¹/巍山:be⁵⁵/楚雄:pia²¹/禄劝:ɖɯ⁵⁵/石屏:bæ³³/永仁:ba³³/大方:ɖɐ¹³/毕节:ɖɿ⁵⁵,脱（落）,脱落//落
󲟏,222,󳜱,3,gwgxn,威宁:ɳɖe³³/红河:ŋɛ⁵⁵/巍山:ʔu⁵⁵/大方:ŋɖie²¹/毕节:nde²¹,幼,幼/幼小//小
󲟐,234,󳜱,3,gygxv,威宁:tʂʼa³³/石林:tɕʼe³³/巍山:tɕʼa³³（du³³）/喜德:tɕʼɔ³³/楚雄:tɕʼe³³/禄劝:tʂʼa²¹/石屏:tɕʼe³³/隆林:tɕou⁵³/盘县:tsʼa⁵¹/大方:dzo²¹/毕节:tʂʼa³³,源,源//源头
󲟑,234,󳜱,3,gtdxn,威宁:tʂʼo⁵⁵/石林:kɐ³³/红河:tsʼa⁵⁵/巍山:tʂʼu⁵⁵/喜德:tɕʼo³³/楚雄:tʂʼa³³/禄劝:tʂʼɔ²¹/石屏:tsʼᴀ²¹/永仁:tʂʼɐ³³/隆林:tɕʼɔ²¹/盘县:tsʼo⁵⁵/大方:tsʼo⁵⁵/毕节:tʂʼo⁵⁵、tʂʼo²¹,1、跟、随、伴；2、侍从，部下,跟随/伴随/侍从/部下//随/伴/跟
󲟒,249,󳜱,3,fjxm,威宁:ɳdʐe²¹/红河:dʑɛ²¹/巍山:ɕiŋ⁵⁵/喜德:ȵdʑɿ²¹/楚雄:dʐɿ³³/禄劝:ɳdʐʼɚ²¹/石屏:dzɛ²¹/永仁:ɕi⁵⁵/隆林:ndʑɚ²¹/盘县:ȵdʑɚ⁵¹/大方:dʑie²¹/毕节:ndʐe²¹,相信,相信/信
󲟓,197,󳜱,3,gqhxz,威宁:la³³/巍山:na⁵⁵/盘县:la⁵¹/大方:la³³/大方:la³³/毕节:la³³,绞痛,绞痛//痛/绞
󲟔,254,󳜱,3,ghhxz,威宁:ɳdʐʅ²¹/石林:tʂʅ³³/红河:dzʅ²¹/巍山:dʐʅ⁵⁵/喜德:ɳdʐɿ³³/楚雄:dʐʅ³³/禄劝:ɳdʐʼɯ²¹/石屏:dʑi²¹/隆林:ndʑi²¹/盘县:ȵdʑi²¹/大方:ndzɿ²¹/毕节:ndʐi²¹,酒,酒
󲟕,259,󳜱,3,ggjxn,威宁:ʂu⁵⁵/红河:sɐ⁵⁵/石屏:na³³/隆林:ɕɔ⁵³/大方:ȵɐ³³,沾（泥巴）,沾泥巴/沾//泥巴
󲟖,261,󳜱,3,fjxz,威宁:ʂu³³/石林:ʂʅ⁵⁵/红河:ʂʅ³³/巍山:ȵiu²¹/喜德:ʂɿ⁵⁵/楚雄:ʂɯ⁵⁵/禄劝:ʂɯr⁵⁵/大方:sɐ³³/石屏:sɿ³³/永仁:ʂɯ⁵⁵/隆林:ɕaɯ⁵⁵/盘县:sɿ³³/毕节:ʂu¹³,拧、扭（紧）,拧紧/扭紧//拧/扭
󲟗,266,󳜱,3,gygxn,威宁:tɕi⁵⁵/石林:dʑɿ³³/红河:ɣɤ²¹/巍山:de²¹/喜德:si³³/大方:ʔʊ³³/石屏:（ɣɤ²¹）dzɤ⁵⁵/禄劝:tɕe⁵⁵/盘县:tɕɪ²¹,1、前、首先、开始；2，先前；3、事先；,前/首先/开始/先前/事先//先/首
󲟘,271,󳜱,3,gjfxn,威宁:tɕy³³/红河:to³³/巍山:（ɪ²¹da²¹）/喜德:（i⁵⁵ni³³）ku³³/楚雄:mi⁵⁵/大方:kɯ³³/石屏:to³³/永仁:（ʑi²¹）pɯ⁵⁵/隆林:kɯ⁵³/盘县:kɯ³³/毕节:kɯ³³,（睡）觉,睡觉/睡
󲟙,288,󳜱,3,gpgxn,威宁:dʑi³³/石林:ʂa⁴⁴/红河:ta³³/巍山:ɕa¹³/喜德:bi⁵⁵/楚雄:ɕa⁵⁵/禄劝:tɚr²¹/大方:dʑi³³/石屏:tær³³/永仁:tɛ⁵⁴/隆林:ta⁵³/毕节:dʑi³³,瞎,瞎//眼瞎/瞎子
󲟚,300,󳜱,3,ggvxn,威宁:ȵɪ³³/石林:ni³³/红河:ȵi⁵⁵/巍山:di⁵⁵/喜德:ȵi³³/楚雄:ɣɯ⁵⁵/禄劝:ȵi²¹/大方:ȵi³³/石屏:ȵi²¹/永仁:di³³/隆林:ni³³/盘县:ȵɪ²¹/毕节:ȵi²¹,坐,坐
󲟛,301,󳜱,3,fghxn,威宁:ȵɪ¹³/石林:zi²¹（tɕʼɛ¹³）/楚雄:mɯ²¹/禄劝:li³³/大方:ȵi⁵⁵/石屏:tsʼær²¹/隆林:ŋi⁵⁵/毕节:ȵi⁵⁵,（虫）,虫
󲟜,308,󳜱,3,ghhxn,禄劝:ɕe³³/威宁:to³³/石林:ti³³/红河:te³³/喜德:po²¹/石屏:to³³/大方:tɐ³³/隆林:pe¹³/巍山:bᴀ²¹,（菜）刀,菜刀//刀
󲟝,314,󳜱,3,gguxn,喜德:ʑɛ²¹/毕节:ʑe²¹,声明,声明
󲟞,328,󳜱,3,ghkxn,威宁:kɯ¹³/石林:kɯ⁵⁵/红河:kɯ²¹/巍山:ʔɛ⁵⁵/喜德:kɯ⁵⁵/楚雄:kɯ⁵⁵/禄劝:kɯ⁵⁵/大方:kɐ¹³/石屏:kɯ²¹/隆林:kɯ⁵⁵/盘县:kɯr²¹/毕节:ku¹³,1、会；2、工匠,会/工匠//匠
󲟟,333,󳜱,3,ghyxz,威宁:kʼe²¹/禄劝:kɔ²¹/巍山:kᴀ²¹/盘县:kɚ³³/隆林:kʼo³³/大方:bɯ²¹/毕节:kʼue²¹,背部,背部/背
󲟠,337,󳜱,3,gjxz,威宁:kʼu³³/红河:kʼo³³/石屏:kʼo³³/盘县:kʼʊ³³/大方:kʼɐ³³/毕节:kʼu³³,威望,威望
󲟡,341,󳜱,3,gfgxz,威宁:gɪ³³/红河:dʑi²¹/巍山:bɤ²¹/喜德:gi⁵⁵/楚雄:pe⁵⁵/禄劝:dʑi⁵⁵/大方:guɛ¹³/石屏:dʑi²¹/永仁:pe⁵⁵/隆林:gi⁵⁵/盘县:dʑi²¹/毕节:kui³³,绝（种）,绝种
󲟢,350,󳜱,3,gqgxn,威宁:ŋge³³/石屏:nu³³/巍山:ȵy⁵⁵/盘县:ȵdʑɚ³³/大方:ŋgɯ³³/毕节:ŋge³³,菜苔,菜苔//苔
󲟣,350,󳜱,3,ifgxz,威宁:ŋge³³/红河:gɛ³³/巍山:gɯ²¹/喜德:ȵdʑi³³/禄劝:no³³/石屏:kæ²¹/盘县:ȵdʑɚ³³/大方:ŋge³³/毕节:ŋge¹³,矛,矛
󲟤,368,󳜱,3,gtpxv,红河:xɤ³³/石屏:xɤ³³/隆林:hɯ³³/大方:hɛ³³/毕节:hi³³,草果,草果
󲟥,376,󳜱,3,gjtxn,威宁:ʔa⁵⁵、ʔa³³、ʔa²¹/红河:a⁵⁵、a³³、a²¹/巍山:a⁵⁵、a²¹/喜德:a⁵⁵、a³⁴、a³³、a²¹/禄劝:ʔa⁵⁵/石屏:ʔᴀ⁵⁵/楚雄:ɔ²¹、ɔ⁵⁵、ɔ³³/永仁:a⁵⁵、a³³、a²¹/盘县:ʔa³³/隆林:a³³、a²¹/大方:ʔa⁵⁵/毕节:ʔa⁵⁵、ʔa³³、ʔa²¹,（词头）阿,阿
󲟦,378,󳜱,3,gfhxn,威宁:ʔui⁵⁵/红河:tɕe²¹/喜德:nɯ³⁴/石屏:tɕer²¹/大方:ʑi³³,（因）为,因为/因
󲟧,385,󳜱,3,gydxz,威宁:ho⁵⁵dŋo⁵⁵sŋu²¹/毕节:ŋo⁵⁵,1、土目（土司管辖下的头目）；2、官（家）；,土目/官家//头目/官
󲟨,390,󳜱,3,ghyxz,威宁:hɯ³³/石屏:xə⁵⁵/盘县:hɚ⁵¹/大方:ʈo³³/毕节:hi³³,（被高温汽水）熏烫,熏烫//烫
